indicator_id,province_id,indicator_value,year
3,5200,13.47,2018
3,5300,13.1,2018
3,6100,12.55,2018
3,6200,12.55,2018
3,6300,12.5,2018
3,6400,13.67,2018
3,6500,12.82,2018
3,7100,12.68,2018
3,7200,13.13,2018
3,7300,13.34,2018
3,7400,13.53,2018
3,7500,13.03,2018
3,7600,12.59,2018
3,8100,13.92,2018
3,8200,13.62,2018
3,9100,12.53,2018
3,9400,10.83,2018
3,1001,12.91,2018
4,1100,73.74,2018
4,1200,65.08,2018
4,1300,73.85,2018
4,1400,73.26,2018
4,1500,69.64,2018
4,1600,62.79,2018
4,1700,74.85,2018
4,1800,83.15,2018
4,1900,85.44,2018
4,2100,79.85,2018
4,3100,81.57,2018
4,3200,72.54,2018
4,3300,89.39,2018
4,3400,99.54,2018
4,3500,89.15,2018
4,3600,65.07,2018
4,5100,82.16,2018
4,5200,65.92,2018
4,5300,52.99,2018
4,6100,35.93,2018
4,6200,77.16,2018
4,6300,87.61,2018
4,6400,82.78,2018
4,6500,76.5,2018
4,7100,80.1,2018
4,7200,78.16,2018
4,7300,68.24,2018
4,7400,77.74,2018
4,7500,91,2018
4,7600,65.98,2018
4,8100,51.59,2018
4,8200,47.83,2018
4,9100,50.43,2018
4,9400,34.65,2018
4,1001,74.51,2018
5,1100,34,2018
5,1200,32.38,2018
5,1300,26.35,2018
5,1400,33.48,2018
5,1500,22.29,2018
5,1600,27.03,2018
5,1700,23.46,2018
5,1800,33.07,2018
5,1900,22.85,2018
5,2100,29.97,2018
5,3100,21.61,2018
5,3200,23.2,2018
5,3300,22.85,2018
5,3400,15.43,2018
5,3500,19.32,2018
5,3600,24.77,2018
5,5100,39.69,2018
5,5200,27.96,2018
5,5300,32.85,2018
5,6100,28.02,2018
5,6200,32.16,2018
5,6300,26.1,2018
5,6400,22.05,2018
5,6500,28.24,2018
5,7100,25.25,2018
5,7200,21.46,2018
5,7300,32.52,2018
5,7400,30.27,2018
5,7500,24,2018
5,7600,19.64,2018
5,8100,28.56,2018
5,8200,22.18,2018
5,9100,29.56,2018
5,9400,26.72,2018
5,1001,25.37,2018
6,1100,78.05,2018
6,1200,75.73,2018
6,1300,75.77,2018
6,1400,65.26,2018
6,1500,64.9,2018
6,1600,59.36,2018
6,1700,78.97,2018
6,1800,64.47,2018
6,1900,80.78,2018
6,2100,87.24,2018
6,3100,71.45,2018
6,3200,71.22,2018
6,3300,69.28,2018
6,3400,95.18,2018
6,3500,73.33,2018
6,3600,73.29,2018
6,5100,72.97,2018
6,5200,77.78,2018
6,5300,71.41,2018
6,6100,63.03,2018
6,6200,55.33,2018
6,6300,62.27,2018
6,6400,78.11,2018
6,6500,73.59,2018
6,7100,76.23,2018
6,7200,76.77,2018
6,7300,64.85,2018
6,7400,60,2018
6,7500,56.97,2018
6,7600,75.83,2018
6,8100,57.17,2018
6,8200,73.2,2018
6,9100,62.08,2018
6,9400,65.08,2018
6,1001,71.05,2018
7,1100,94.85,2018
7,1200,92.73,2018
7,1300,93.73,2018
7,1400,90.54,2018
7,1500,90.45,2018
7,1600,90.35,2018
7,1700,93.29,2018
7,1800,91.28,2018
7,1900,86.06,2018
7,2100,94.9,2018
7,3100,93.72,2018
7,3200,87.73,2018
7,3300,89.63,2018
7,3400,96.04,2018
7,3500,90.14,2018
7,3600,88.02,2018
7,5100,93.18,2018
7,5200,91.83,2018
7,5300,91.29,2018
7,6100,88.69,2018
7,6200,89.23,2018
7,6300,88.12,2018
7,6400,94.06,2018
7,6500,89.39,2018
7,7100,89.96,2018
7,7200,89.56,2018
7,7300,89.09,2018
7,7400,91.36,2018
7,7500,88.7,2018
7,7600,87.85,2018
7,8100,93.66,2018
7,8200,91.3,2018
7,9100,91.2,2018
7,9400,74.31,2018
7,1001,89.92,2018
8,1100,31.86,2018
8,1200,75.02,2018
8,1300,53.51,2018
8,1400,75.87,2018
8,1500,61.85,2018
8,1600,70.17,2018
8,1700,79.88,2018
8,1800,82.73,2018
8,1900,77.78,2018
8,2100,91.29,2018
8,3100,84.43,2018
8,3200,54.04,2018
8,3300,79.51,2018
8,3400,89.48,2018
8,3500,74.48,2018
8,3600,57.75,2018
8,5100,82.73,2018
8,5200,55.8,2018
8,5300,83.36,2018
8,6100,90.98,2018
8,6200,90.96,2018
8,6300,71.22,2018
8,6400,89.14,2018
8,6500,93.23,2018
8,7100,91.93,2018
8,7200,84.29,2018
8,7300,77.31,2018
8,7400,85.98,2018
8,7500,76.56,2018
8,7600,77.82,2018
8,8100,84.36,2018
8,8200,79.75,2018
8,9100,92.59,2018
8,9400,84.22,2018
8,1001,71.45,2018
9,1100,60.64,2018
9,1200,84.12,2018
9,1300,70.88,2018
9,1400,88.67,2018
9,1500,76.33,2018
9,1600,78.56,2018
9,1700,88.69,2018
9,1800,85.74,2018
9,1900,84.22,2018
9,2100,88.23,2018
9,3100,86.31,2018
9,3200,70.07,2018
9,3300,83.06,2018
9,3400,90.12,2018
9,3500,80.16,2018
9,3600,68.37,2018
9,5100,82.13,2018
9,5200,74.98,2018
9,5300,86.8,2018
9,6100,92.07,2018
9,6200,91.41,2018
9,6300,85.06,2018
9,6400,92.32,2018
9,6500,97.69,2018
9,7100,91.33,2018
9,7200,90.85,2018
9,7300,83.82,2018
9,7400,94.16,2018
9,7500,89.34,2018
9,7600,87.49,2018
9,8100,87.97,2018
9,8200,81.33,2018
9,9100,95.52,2018
9,9400,85.35,2018
9,1001,79.92,2018
10,1100,41.91,2018
10,1200,85.44,2018
10,1300,68.47,2018
10,1400,87.66,2018
10,1500,76.91,2018
10,1600,78.17,2018
10,1700,88.21,2018
10,1800,90.14,2018
10,1900,89.63,2018
10,2100,98.67,2018
10,3100,91.2,2018
10,3200,67.68,2018
10,3300,87.26,2018
10,3400,94.52,2018
10,3500,82.6,2018
10,3600,69.77,2018
10,5100,96.12,2018
10,5200,67.93,2018
10,5300,90.15,2018
10,6100,95.65,2018
10,6200,96.06,2018
10,6300,81.56,2018
10,6400,94.74,2018
10,6500,98.25,2018
10,7100,95.97,2018
10,7200,91.88,2018
10,7300,83.63,2018
10,7400,87.24,2018
10,7500,79.3,2018
10,7600,87.99,2018
10,8100,93,2018
10,8200,80.53,2018
10,9100,96.08,2018
10,9400,90.04,2018
10,1001,80.92,2018
11,1100,71.19,2018
11,1200,91.3,2018
11,1300,82.63,2018
11,1400,94.14,2018
11,1500,88.44,2018
11,1600,84.19,2018
11,1700,93.82,2018
11,1800,94.44,2018
11,1900,92.09,2018
11,2100,97.6,2018
11,3100,95.02,2018
11,3200,81.19,2018
11,3300,90.49,2018
11,3400,95.17,2018
11,3500,88.04,2018
11,3600,76.51,2018
11,5100,95.88,2018
11,5200,86.29,2018
11,5300,92.79,2018
11,6100,96.33,2018
11,6200,97.34,2018
11,6300,91.41,2018
11,6400,95.8,2018
11,6500,99.27,2018
11,7100,96.59,2018
11,7200,95.32,2018
11,7300,90.43,2018
11,7400,95.96,2018
11,7500,90.34,2018
11,7600,93.38,2018
11,8100,95.33,2018
11,8200,86.18,2018
11,9100,97.08,2018
11,9400,93.13,2018
11,1001,88.13,2018
12,1100,87.02,2018
12,1200,79.58,2018
12,1300,75.93,2018
12,1400,82.95,2018
12,1500,86.77,2018
12,1600,85,2018
12,1700,81.65,2018
12,1800,86.8,2018
12,1900,79.42,2018
12,2100,77.74,2018
12,3100,77.88,2018
12,3200,83.32,2018
12,3300,91.31,2018
12,3400,92.85,2018
12,3500,88.76,2018
12,3600,79.38,2018
12,5100,83.33,2018
12,5200,91.12,2018
12,5300,80.36,2018
12,6100,75.34,2018
12,6200,79.39,2018
12,6300,80.46,2018
12,6400,75.81,2018
12,6500,71.27,2018
12,7100,88.89,2018
12,7200,81.08,2018
12,7300,79.2,2018
12,7400,71.91,2018
12,7500,81.28,2018
12,7600,76.78,2018
12,8100,75.48,2018
12,8200,78.27,2018
12,9100,69.11,2018
12,9400,76.07,2018
12,1001,84.08,2018
13,1100,42.98,2018
13,1200,24.94,2018
13,1300,36.86,2018
13,1400,38.16,2018
13,1500,45.03,2018
13,1600,32.3,2018
13,1700,35.39,2018
13,1800,34.67,2018
13,1900,26.15,2018
13,2100,46.97,2018
13,3100,39.77,2018
13,3200,41.3,2018
13,3300,53.19,2018
13,3400,71.1,2018
13,3500,45.8,2018
13,3600,38.12,2018
13,5100,45.84,2018
13,5200,52.4,2018
13,5300,47.27,2018
13,6100,30.86,2018
13,6200,28.67,2018
13,6300,36.01,2018
13,6400,36.14,2018
13,6500,34.08,2018
13,7100,53.94,2018
13,7200,44.44,2018
13,7300,33.73,2018
13,7400,30.08,2018
13,7500,31.71,2018
13,7600,33.31,2018
13,8100,51.27,2018
13,8200,59.94,2018
13,9100,35.92,2018
13,9400,47.08,2018
13,1001,42.13,2018
14,1100,25.16,2018
14,1200,27.09,2018
14,1300,29.03,2018
14,1400,23.56,2018
14,1500,22.34,2018
14,1600,23.34,2018
14,1700,18.55,2018
14,1800,21.4,2018
14,1900,27.62,2018
14,2100,15.76,2018
14,3100,24.92,2018
14,3200,24.48,2018
14,3300,18.77,2018
14,3400,17.38,2018
14,3500,21.3,2018
14,3600,28.49,2018
14,5100,13.06,2018
14,5200,25.09,2018
14,5300,32.84,2018
14,6100,20.97,2018
14,6200,25.1,2018
14,6300,15.29,2018
14,6400,21.97,2018
14,6500,27.91,2018
14,7100,24.89,2018
14,7200,28.81,2018
14,7300,25.45,2018
14,7400,24.55,2018
14,7500,35.49,2018
14,7600,15.63,2018
14,8100,30.49,2018
14,8200,21.38,2018
14,9100,35.83,2018
14,9400,21.94,2018
14,1001,23.08,2018
15,1100,77.02,2018
15,1200,79.41,2018
15,1300,72.05,2018
15,1400,78.39,2018
15,1500,79.36,2018
15,1600,84.52,2018
15,1700,89.55,2018
15,1800,88.01,2018
15,1900,82.1,2018
15,2100,70.77,2018
15,3100,68.52,2018
15,3200,82.48,2018
15,3300,89.27,2018
15,3400,83.42,2018
15,3500,82.17,2018
15,3600,81.84,2018
15,5100,83.17,2018
15,5200,90.3,2018
15,5300,76.76,2018
15,6100,81.59,2018
15,6200,84.61,2018
15,6300,81.56,2018
15,6400,74.51,2018
15,6500,74.51,2018
15,7100,80.1,2018
15,7200,83.94,2018
15,7300,88.19,2018
15,7400,84.18,2018
15,7500,78.13,2018
15,7600,88.22,2018
15,8100,72.56,2018
15,8200,79.56,2018
15,9100,76.04,2018
15,9400,67.36,2018
15,1001,82.28,2018
16,1100,2.27,2018
16,1200,4.52,2018
16,1300,8.47,2018
16,1400,3.66,2018
16,1500,1.59,2018
16,1600,0.75,2018
16,1700,41.13,2018
16,1800,1.77,2018
16,1900,5.13,2018
16,2100,29.93,2018
16,3100,0.45,2018
16,3200,3.76,2018
16,3300,29.67,2018
16,3400,16.03,2018
16,3500,2.64,2018
16,3600,2.07,2018
16,5100,0.75,2018
16,5200,1.43,2018
16,5300,0.46,2018
16,6100,4.68,2018
16,6200,0.92,2018
16,6300,3.91,2018
16,6400,0.51,2018
16,6500,0,2018
16,7100,2.92,2018
16,7200,1.76,2018
16,7300,2.42,2018
16,7400,2.45,2018
16,7500,4.55,2018
16,7600,0,2018
16,8100,16.33,2018
16,8200,5.26,2018
16,9100,0,2018
16,9400,7.14,2018
16,1001,3.17,2018
17,1100,9.85,2018
17,1200,6.57,2018
17,1300,6.29,2018
17,1400,19.34,2018
17,1500,22.56,2018
17,1600,12.5,2018
17,1700,4.58,2018
17,1800,19.88,2018
17,1900,19.15,2018
17,2100,16.96,2018
17,3100,40.82,2018
17,3200,6.66,2018
17,3300,4.7,2018
17,3400,18.46,2018
17,3500,5.82,2018
17,3600,20.22,2018
17,5100,13.96,2018
17,5200,6.43,2018
17,5300,8.48,2018
17,6100,6.67,2018
17,6200,3.14,2018
17,6300,10.24,2018
17,6400,5.33,2018
17,6500,22.54,2018
17,7100,3.69,2018
17,7200,3.27,2018
17,7300,17.2,2018
17,7400,7.74,2018
17,7500,6.89,2018
17,7600,12.84,2018
17,8100,18.33,2018
17,8200,8.55,2018
17,9100,3.32,2018
17,9400,4.01,2018
17,1001,9.28,2018
18,1100,75.06,2018
18,1200,39.48,2018
18,1300,95.63,2018
18,1400,56.77,2018
18,1500,84.83,2018
18,1600,97.43,2018
18,1700,93.57,2018
18,1800,70.74,2018
18,1900,96.47,2018
18,2100,39.9,2018
18,3100,3.74,2018
18,3200,72.33,2018
18,3300,95.57,2018
18,3400,89.52,2018
18,3500,93.91,2018
18,3600,55.91,2018
18,5100,87.65,2018
18,5200,90.55,2018
18,5300,68.53,2018
18,6100,74.27,2018
18,6200,89.46,2018
18,6300,95.99,2018
18,6400,31.73,2018
18,6500,25.14,2018
18,7100,80.24,2018
18,7200,40.79,2018
18,7300,67.01,2018
18,7400,41.73,2018
18,7500,82.76,2018
18,7600,72.55,2018
18,8100,71.17,2018
18,8200,57.18,2018
18,9100,17.16,2018
18,9400,56.11,2018
18,1001,73.97,2018
19,1100,23.76,2018
19,1200,38.66,2018
19,1300,23.39,2018
19,1400,39.23,2018
19,1500,36.76,2018
19,1600,48.48,2018
19,1700,44.23,2018
19,1800,52.27,2018
19,1900,50.25,2018
19,2100,42.75,2018
19,3100,28.38,2018
19,3200,29.49,2018
19,3300,39.9,2018
19,3400,56.12,2018
19,3500,40.75,2018
19,3600,23.82,2018
19,5100,40.72,2018
19,5200,36.51,2018
19,5300,13.68,2018
19,6100,26.21,2018
19,6200,32.55,2018
19,6300,29.23,2018
19,6400,37,2018
19,6500,30.79,2018
19,7100,20.51,2018
19,7200,18.29,2018
19,7300,26.46,2018
19,7400,23.35,2018
19,7500,22.55,2018
19,7600,20.27,2018
19,8100,14.11,2018
19,8200,14.35,2018
19,9100,19.41,2018
19,9400,16.8,2018
19,1001,34.22,2018
20,1100,14.71,2018
20,1200,9.39,2018
20,1300,13.63,2018
20,1400,7.85,2018
20,1500,10.8,2018
20,1600,4.95,2018
20,1700,19.44,2018
20,1800,4.18,2018
20,1900,12.4,2018
20,2100,9.46,2018
20,3100,20.79,2018
20,3200,10.6,2018
20,3300,11.35,2018
20,3400,24.1,2018
20,3500,10.62,2018
20,3600,18.75,2018
20,5100,9.92,2018
20,5200,9.62,2018
20,5300,6.98,2018
20,6100,5.94,2018
20,6200,9.18,2018
20,6300,8.62,2018
20,6400,13.18,2018
20,6500,9.89,2018
20,7100,10.15,2018
20,7200,2.14,2018
20,7300,6.75,2018
20,7400,7.19,2018
20,7500,11.65,2018
20,7600,3.19,2018
20,8100,6.57,2018
20,8200,9.33,2018
20,9100,5.23,2018
20,9400,3.98,2018
20,1001,10.78,2018
21,1100,46.7,2018
21,1200,47.74,2018
21,1300,52.99,2018
21,1400,75.26,2018
21,1500,48.94,2018
21,1600,49.74,2018
21,1700,73.11,2018
21,1800,63.94,2018
21,1900,47.37,2018
21,2100,53.51,2018
21,3100,50.36,2018
21,3200,56.53,2018
21,3300,68.19,2018
21,3400,75.25,2018
21,3500,67.48,2018
21,3600,64.01,2018
21,5100,81.82,2018
21,5200,75.15,2018
21,5300,80.69,2018
21,6100,49.4,2018
21,6200,55.5,2018
21,6300,60.4,2018
21,6400,37.61,2018
21,6500,34.79,2018
21,7100,39.66,2018
21,7200,41.54,2018
21,7300,49.06,2018
21,7400,39.79,2018
21,7500,64.88,2018
21,7600,37.43,2018
21,8100,33.65,2018
21,8200,44.93,2018
21,9100,49.12,2018
21,9400,52.82,2018
21,1001,59.81,2018
22,1100,15.05,2018
22,1200,9.48,2018
22,1300,12.97,2018
22,1400,11.43,2018
22,1500,11.04,2018
22,1600,8.51,2018
22,1700,12.74,2018
22,1800,8.73,2018
22,1900,5.95,2018
22,2100,13.7,2018
22,3100,11.35,2018
22,3200,10.34,2018
22,3300,15.59,2018
22,3400,25.65,2018
22,3500,11.77,2018
22,3600,8.65,2018
22,5100,10.56,2018
22,5200,13.28,2018
22,5300,17.02,2018
22,6100,9.57,2018
22,6200,10.67,2018
22,6300,8.47,2018
22,6400,11.46,2018
22,6500,10.84,2018
22,7100,14.55,2018
22,7200,10.45,2018
22,7300,6.77,2018
22,7400,7.96,2018
22,7500,10.55,2018
22,7600,9.33,2018
22,8100,8.02,2018
22,8200,13.84,2018
22,9100,15.55,2018
22,9400,14.5,2018
22,1001,11.63,2018
23,1100,3.85,2018
23,1200,8.94,2018
23,1300,4.98,2018
23,1400,6.48,2018
23,1500,5.65,2018
23,1600,4.85,2018
23,1700,6.48,2018
23,1800,5.8,2018
23,1900,4.77,2018
23,2100,6.63,2018
23,3100,4.82,2018
23,3200,4.94,2018
23,3300,8.86,2018
23,3400,11.47,2018
23,3500,6.08,2018
23,3600,3.71,2018
23,5100,17.1,2018
23,5200,9.91,2018
23,5300,5.39,2018
23,6100,4.03,2018
23,6200,4.15,2018
23,6300,4.04,2018
23,6400,4.94,2018
23,6500,6.33,2018
23,7100,12.76,2018
23,7200,6.89,2018
23,7300,3.24,2018
23,7400,2.44,2018
23,7500,4.22,2018
23,7600,8.49,2018
23,8100,9.3,2018
23,8200,7.51,2018
23,9100,9.05,2018
23,9400,7.94,2018
23,1001,6.35,2018
24,1100,1.31,2018
24,1200,2.48,2018
24,1300,1.68,2018
24,1400,1.89,2018
24,1500,1.65,2018
24,1600,1.19,2018
24,1700,1.72,2018
24,1800,1.61,2018
24,1900,1.19,2018
24,2100,1.37,2018
24,3100,1.35,2018
24,3200,1.6,2018
24,3300,2.11,2018
24,3400,4.38,2018
24,3500,2.28,2018
24,3600,0.95,2018
24,5100,5.69,2018
24,5200,2.09,2018
24,5300,1.87,2018
24,6100,1.13,2018
24,6200,1.5,2018
24,6300,2.27,2018
24,6400,2.22,2018
24,6500,2.88,2018
24,7100,2.58,2018
24,7200,0.98,2018
24,7300,1.09,2018
24,7400,1.26,2018
24,7500,1.24,2018
24,7600,0.8,2018
24,8100,1.14,2018
24,8200,0.64,2018
24,9100,2.31,2018
24,9400,3.97,2018
24,1001,1.91,2018
25,1100,36.31,2018
25,1200,12.55,2018
25,1300,14.97,2018
25,1400,19.31,2018
25,1500,12.46,2018
25,1600,13.26,2018
25,1700,8.77,2018
25,1800,12.35,2018
25,1900,17.38,2018
25,2100,17.93,2018
25,3100,10.07,2018
25,3200,16.23,2018
25,3300,23.59,2018
25,3400,22.47,2018
25,3500,37.42,2018
25,3600,24.79,2018
25,5100,35.43,2018
25,5200,24.86,2018
25,5300,21.45,2018
25,6100,22.91,2018
25,6200,17.96,2018
25,6300,21.5,2018
25,6400,18.35,2018
25,6500,23.49,2018
25,7100,24.67,2018
25,7200,18.04,2018
25,7300,21.18,2018
25,7400,13.05,2018
25,7500,25.17,2018
25,7600,20.39,2018
25,8100,15.96,2018
25,8200,25.03,2018
25,9100,22.56,2018
25,9400,11.78,2018
25,1001,21.85,2018
26,1100,60.03,2018
26,1200,52.28,2018
26,1300,43.01,2018
26,1400,49.39,2018
26,1500,45.99,2018
26,1600,41.32,2018
26,1700,43.46,2018
26,1800,37.53,2018
26,1900,46.58,2018
26,2100,54.74,2018
26,3100,53.23,2018
26,3200,49.91,2018
26,3300,40.28,2018
26,3400,57.53,2018
26,3500,43.28,2018
26,3600,40.03,2018
26,5100,52.66,2018
26,5200,40.42,2018
26,5300,44.25,2018
26,6100,40.67,2018
26,6200,50.98,2018
26,6300,53.09,2018
26,6400,52.86,2018
26,6500,45.6,2018
26,7100,45.38,2018
26,7200,39.11,2018
26,7300,45.14,2018
26,7400,42.66,2018
26,7500,36.23,2018
26,7600,39.24,2018
26,8100,39.92,2018
26,8200,48.04,2018
26,9100,45.3,2018
26,9400,35.05,2018
26,1001,45.72,2018
27,1100,34.35,2018
27,1200,38.17,2018
27,1300,40.25,2018
27,1400,44.37,2018
27,1500,38.89,2018
27,1600,36.69,2018
27,1700,35.98,2018
27,1800,35.55,2018
27,1900,40.82,2018
27,2100,59.55,2018
27,3100,71.13,2018
27,3200,49.37,2018
27,3300,41.38,2018
27,3400,58.46,2018
27,3500,41.38,2018
27,3600,52.45,2018
27,5100,49.73,2018
27,5200,31.53,2018
27,5300,24,2018
27,6100,34.04,2018
27,6200,39.33,2018
27,6300,44.69,2018
27,6400,54.88,2018
27,6500,51.25,2018
27,7100,43.96,2018
27,7200,31.89,2018
27,7300,40.64,2018
27,7400,37.56,2018
27,7500,37.87,2018
27,7600,29.25,2018
27,8100,33.67,2018
27,8200,29.11,2018
27,9100,40.49,2018
27,9400,21.98,2018
27,1001,43.47,2018
28,1100,15.19,2018
28,1200,10.25,2018
28,1300,15.85,2018
28,1400,12.96,2018
28,1500,9.08,2018
28,1600,9.93,2018
28,1700,13.63,2018
28,1800,11.07,2018
28,1900,12.6,2018
28,2100,12.5,2018
28,3100,13.47,2018
28,3200,11.87,2018
28,3300,12.18,2018
28,3400,19.46,2018
28,3500,12.22,2018
28,3600,11.47,2018
28,5100,14.41,2018
28,5200,18.37,2018
28,5300,11.86,2018
28,6100,9.16,2018
28,6200,10.76,2018
28,6300,13.1,2018
28,6400,14.57,2018
28,6500,11.92,2018
28,7100,8.32,2018
28,7200,11.19,2018
28,7300,12.99,2018
28,7400,13.59,2018
28,7500,14.68,2018
28,7600,10.96,2018
28,8100,11.77,2018
28,8200,9.4,2018
28,9100,8.44,2018
28,9400,3.94,2018
28,1001,12.16,2018
29,1100,60.5,2018
29,1200,71.41,2018
29,1300,67.87,2018
29,1400,54.51,2018
29,1500,61.65,2018
29,1600,64.21,2018
29,1700,67.26,2018
29,1800,59.21,2018
29,1900,59.89,2018
29,2100,55.85,2018
29,3100,60.91,2018
29,3200,50.99,2018
29,3300,69.48,2018
29,3400,77.91,2018
29,3500,66.02,2018
29,3600,55.2,2018
29,5100,84.7,2018
29,5200,68.82,2018
29,5300,73.94,2018
29,6100,63.36,2018
29,6200,60.19,2018
29,6300,65.56,2018
29,6400,54.98,2018
29,6500,60.58,2018
29,7100,56.52,2018
29,7200,63.8,2018
29,7300,58.88,2018
29,7400,66.9,2018
29,7500,61.43,2018
29,7600,64.12,2018
29,8100,65.13,2018
29,8200,62.21,2018
29,9100,64.3,2018
29,9400,81.95,2018
29,1001,62.74,2018
30,1100,82.32,2018
30,1200,90.98,2018
30,1300,99.75,2018
30,1400,89.79,2018
30,1500,81.87,2018
30,1600,85.62,2018
30,1700,87.75,2018
30,1800,84.1,2018
30,1900,86.42,2018
30,2100,94.89,2018
30,3100,86.22,2018
30,3200,78.33,2018
30,3300,79.09,2018
30,3400,83.13,2018
30,3500,74.6,2018
30,3600,75.25,2018
30,5100,71.42,2018
30,5200,68.43,2018
30,5300,79.67,2018
30,6100,79.66,2018
30,6200,83.26,2018
30,6300,78.01,2018
30,6400,82.76,2018
30,6500,83.32,2018
30,7100,98.08,2018
30,7200,85.85,2018
30,7300,85.34,2018
30,7400,82.9,2018
30,7500,110.31,2018
30,7600,88.45,2018
30,8100,90.04,2018
30,8200,79.59,2018
30,9100,81.11,2018
30,9400,69.4,2018
30,1001,80.97,2018
31,1100,15.94,2018
31,1200,17.65,2018
31,1300,12.07,2018
31,1400,39.13,2018
31,1500,19.57,2018
31,1600,21.67,2018
31,1700,21.62,2018
31,1800,18.06,2018
31,1900,7.14,2018
31,2100,21.62,2018
31,3100,23.26,2018
31,3200,28.21,2018
31,3300,31.58,2018
31,3400,14.58,2018
31,3500,18.29,2018
31,3600,26.87,2018
31,5100,10,2018
31,5200,8.47,2018
31,5300,12.07,2018
31,6100,12.07,2018
31,6200,40.63,2018
31,6300,17.02,2018
31,6400,12.24,2018
31,6500,25,2018
31,7100,60.71,2018
31,7200,25,2018
31,7300,26.87,2018
31,7400,25.71,2018
31,7500,41.94,2018
31,7600,25,2018
31,8100,40.63,2018
31,8200,21.62,2018
31,9100,7.69,2018
31,9400,15,2018
31,1001,21.19,2018
1,1100,0.17,2019
1,1200,0.18,2019
1,1300,0.33,2019
1,1400,0.48,2019
1,1500,0.39,2019
1,1600,0.27,2019
1,1700,0.28,2019
1,1800,0.33,2019
1,1900,0.33,2019
1,2100,0.27,2019
1,3100,0.26,2019
1,3200,0.39,2019
1,3300,0.44,2019
1,3400,0.72,2019
1,3500,0.36,2019
1,3600,0.12,2019
1,5100,0.59,2019
1,5200,0.83,2019
1,5300,0.04,2019
1,6100,0.27,2019
1,6200,0.34,2019
1,6300,0.26,2019
1,6400,0.33,2019
1,6500,0.14,2019
1,7100,0.39,2019
1,7200,0.31,2019
1,7300,0.14,2019
1,7400,0.12,2019
1,7500,0.01,2019
1,7600,0.05,2019
1,8100,0.14,2019
1,8200,0.14,2019
1,9100,0.33,2019
1,9400,0.27,2019
1,1001,0.34,2019
2,1100,9.18,2019
2,1200,9.45,2019
2,1300,8.92,2019
2,1400,9.03,2019
2,1500,8.45,2019
2,1600,8.18,2019
2,1700,8.73,2019
2,1800,7.92,2019
2,1900,7.98,2019
2,2100,9.99,2019
2,3100,11.06,2019
2,3200,8.37,2019
2,3300,7.53,2019
2,3400,9.38,2019
2,3500,7.59,2019
2,3600,8.74,2019
2,5100,8.84,2019
2,5200,7.27,2019
2,5300,7.55,2019
2,6100,7.31,2019
2,6200,8.51,2019
2,6300,8.2,2019
2,6400,9.7,2019
2,6500,8.94,2019
2,7100,9.43,2019
2,7200,8.75,2019
2,7300,8.26,2019
2,7400,8.91,2019
2,7500,7.69,2019
2,7600,7.73,2019
2,8100,9.81,2019
2,8200,9,2019
2,9100,7.44,2019
2,9400,6.65,2019
2,1001,8.34,2019
3,1100,14.3,2019
3,1200,13.15,2019
3,1300,14.01,2019
3,1400,13.14,2019
3,1500,12.93,2019
3,1600,12.39,2019
3,1700,13.59,2019
3,1800,12.63,2019
3,1900,11.94,2019
3,2100,12.83,2019
3,3100,12.97,2019
3,3200,12.48,2019
